District_Code,State_Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Scheduled_Caste,Scheduled_Tribe,Workers_Total,Workers_Male,Workers_Female,Workers_Main,Workers_Marginal,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Households_LPG_PNG,Households_Electric_Lighting,Households_Internet,Households_Computer,Households_Rural,Households_Urban,Households_Total,Education_Literate,Education_Illiterate,Education_Total,Age_0_29,Age_30_49,Age_50_plus,Households_Bicycle,Households_Car,Households_Two_Wheeler,Households_Phone,Households_TV,Households_Bathroom,Households_Toilet,State,District,Latitude,Longitude,Sex_Ratio,Literacy_Rate
488,GUJARAT,1551019,805707,745312,1118276,623047,495229,62235,488194,627124,468919,158205,526541,100583,923895,1188204,343511,9494,1733,442,4813,121542,309091,10257,29531,300677,181319,481996,1056350,273829,1330179,844298,442523,254728,96508,21579,104126,215142,178535,261660,204943,Gujarat,Bharuch,21.75787276237761,72.67326346710801,925.0409888458211,72.09943914291186
489,GUJARAT,228291,113821,114470,140968,77314,63654,992,216073,118257,61329,56928,88038,30219,110034,203545,3593,20029,69,32,39,2029,29794,137,1393,52102,7516,59618,149466,91160,240626,146095,51821,30027,6914,991,5662,11148,9262,20702,13736,Gujarat,The Dangs,20.801633877551023,73.6883518367347,1005.7019354952075,61.749258621671466
490,GUJARAT,1329672,678165,651507,1001909,539471,462438,35464,639659,591834,407881,183953,510004,81830,737838,1225087,78669,5733,2459,601,13386,114620,267679,6726,24397,267739,141417,409156,967020,261956,1228976,673014,390349,258957,136665,18669,115177,191691,153431,201380,168150,Gujarat,Navsari,20.866973318871995,72.86184869848157,960.6909822830727,75.35008633708162
491,GUJARAT,1705678,887222,818456,1170657,655528,515129,38237,902794,743245,516188,227057,577327,165918,962433,1571147,94034,19661,1589,913,13809,137209,329218,11020,31285,262410,235981,498391,1093866,405928,1499794,944532,485874,259906,119338,23938,128491,242422,188248,232568,170861,Gujarat,Valsad,20.44238231644259,72.9148584798345,922.4929048197633,68.63294244282918
492,GUJARAT,6081322,3402224,2679098,4571410,2687468,1883942,158115,856952,2553542,2142819,410723,2405288,148254,3527780,5260193,660772,21052,5703,12902,112835,815423,1252452,55694,149331,369840,1529998,1899838,4495898,942150,5438048,3563443,1740746,723415,397563,106983,530528,995637,788447,1150519,1103767,Gujarat,Surat,21.25761372772093,72.93488716344339,787.4549118458984,75.17131965714033
495,DAMAN AND DIU,191173,124659,66514,150348,104316,46032,4262,15240,105521,94502,11019,101717,3804,85652,171537,16087,2618,169,216,244,25844,49249,1316,4543,10006,61073,71079,119741,20641,140382,122589,52868,15428,14642,3163,14167,43171,28433,40804,40951,Daman and Diu,Daman,20.431616666666677,72.8392366071429,533.5675723373362,78.64499693994445
497,MAHARASHTRA,1648295,833170,815125,906509,512099,394410,47985,1141933,792065,442898,349167,664193,127872,856230,1521618,96182,8467,685,4969,6191,54335,186202,2579,17047,333440,71572,405012,848475,790613,1639088,1011352,390419,241534,40529,6135,39350,101758,83144,209973,91574,Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,978.3417549839769,54.99676938897466
498,MAHARASHTRA,2050862,1054031,996831,1293916,723388,570528,127571,647315,936370,570448,365922,825875,110495,1114492,1825460,187901,3653,1422,13405,12818,126138,315332,6065,27139,382777,146013,528790,1335558,649568,1985126,1167569,513908,350747,107616,10912,74859,210557,174524,324594,127610,Maharashtra,Dhule,21.274018690400517,74.58719071837263,945.7321463979712,63.09132452597981
499,MAHARASHTRA,4229917,2197365,2032552,2891882,1629223,1262659,389273,604367,1863571,1186472,677099,1643955,219616,2366346,3457615,560261,7091,3091,143865,27404,350029,720791,14297,56775,796223,373565,1169788,3014615,1003050,4017665,2352671,1080237,763529,229955,19560,170551,459652,431221,764674,316969,Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,924.9951646631306,68.36734621506758
500,MAHARASHTRA,2586258,1337560,1248698,1879874,1048892,830982,470895,124837,1219641,734024,485617,1107542,112099,1366617,1845424,354236,3531,1668,364229,12242,103898,423036,4767,24877,575405,152787,728192,1940864,600436,2541300,1467457,641840,473071,121784,10034,84546,293299,225282,451231,195038,Maharashtra,Buldana,20.56680611183355,76.39017880364096,933.5641017973026,72.68702503771858
501,MAHARASHTRA,1813906,932334,881572,1411281,758977,652304,364059,100280,768154,520362,247792,691025,77129,1045752,1107809,357253,4483,1504,328033,10205,107463,314490,6163,24232,308158,196077,504235,1460317,352687,1813004,998769,483200,327932,126856,9037,72460,195210,176674,342367,180311,Maharashtra,Akola,20.746310479041902,77.12122320359276,945.553846582877,77.80342531531403
502,MAHARASHTRA,1197160,620302,576858,869917,487703,382214,229462,80471,569792,340353,229439,502755,67037,627368,859949,142672,1707,518,179330,8476,36840,196022,1875,10757,274925,55921,330846,899778,291525,1191303,682919,302425,210185,66675,3623,37729,125662,97022,210412,87120,Maharashtra,Washim,20.282282394366213,77.25502394366208,929.9631469832436,72.66505730228207
503,MAHARASHTRA,2888445,1480768,1407677,2251875,1207104,1044771,506374,404128,1236322,837577,398745,1061544,174778,1652123,2055177,421410,7223,2242,383891,11360,175917,512492,9438,36185,508921,272894,781815,2349512,478074,2827586,1540590,783549,553265,211384,15285,124261,295756,302188,553087,342031,Maharashtra,Amravati,21.16520991810736,77.67583503184723,950.639803129187,77.96149831483721
504,MAHARASHTRA,1300774,668385,632389,1019458,552617,466841,188830,149507,608235,392316,215919,529623,78612,692539,1057096,53854,2696,2147,175417,5663,114029,266155,4313,16260,268486,120218,388704,1012774,212054,1224828,659540,370227,270107,129060,6970,70849,166398,170620,260962,171680,Maharashtra,Wardha,20.80743024390242,78.57259105691062,946.1448117477203,78.37318396585418
505,MAHARASHTRA,4653570,2384975,2268595,3673808,1959220,1714588,867713,437571,1868560,1334211,534349,1654778,213782,2785010,3492202,390974,34667,20469,668050,24528,599780,917626,57964,135750,430844,877522,1308366,3703540,601547,4305087,2460820,1361821,818467,577214,71592,426007,719955,728714,914291,753520,Maharashtra,Nagpur,21.196556862745105,79.02166176470584,951.2028427970944,78.94601349071789
506,MAHARASHTRA,1200334,605520,594814,899860,488709,411151,200372,88886,597305,345054,252251,413838,183467,603029,1009352,26502,2145,831,154458,1017,55948,227025,2932,13165,283843,72575,356418,949619,235524,1185143,626978,333120,232754,182892,5184,54974,131424,117299,207488,168707,Maharashtra,Bhandara,21.211792649727748,80.10950199637024,982.3193288413264,74.9674673882436
507,MAHARASHTRA,1322507,661554,660953,1004243,542837,461406,175961,214253,665419,383151,282268,433962,231457,657088,1153861,26157,1827,2160,125282,1568,38044,239981,2866,13595,319702,66813,386515,1060206,256549,1316755,704214,371908,244111,200918,5074,49085,123673,104997,174150,151792,Maharashtra,Gondiya,21.225008411214997,80.17522698598128,999.0915329663187,75.93479656440381
509,MAHARASHTRA,2204307,1123834,1080473,1578615,872565,706050,348365,389441,1058172,648565,409607,804433,253739,1146135,1780085,92297,10701,5251,286734,3861,172661,418666,8239,31419,451324,233331,684655,1631602,516728,2148330,1163802,629890,403719,248585,12746,113039,250418,229635,409521,229471,Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,961.4168996488805,71.61502458595831
510,MAHARASHTRA,2772348,1419965,1352383,2022574,1115980,906594,328518,514057,1355999,815475,540524,1195100,160899,1416349,2251401,239236,4567,1596,249874,11422,134500,446516,6094,29917,629243,168889,798132,2117390,718204,2835594,1549263,733258,483813,168661,12132,99346,279184,245261,508756,198454,Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,952.4058691587469,72.9552711275785
511,MAHARASHTRA,3361292,1730075,1631217,2189425,1255222,934203,640483,281695,1493953,925232,568721,1317791,176162,1867339,2501741,471951,3902,13540,354189,5049,116284,488748,7548,43055,591119,230563,821682,2327305,884626,3211931,2008314,809135,535827,109371,12341,83106,384823,216364,505657,217163,Maharashtra,Nanded,19.209316983017,77.6829048951049,942.8591246044247,65.13641183211693
512,MAHARASHTRA,1177345,606294,571051,790743,450551,340192,182565,111954,569182,330903,238279,514371,54811,608163,863199,127552,992,643,176679,5278,27700,159114,1221,9676,242456,41913,284369,824880,331388,1156268,692117,281905,201828,48246,3833,29815,134812,73640,180484,73460,Maharashtra,Hingoli,19.59525302245251,77.09239412780653,941.8714353102621,67.16323592489883
513,MAHARASHTRA,1836086,942870,893216,1157814,666291,491523,247308,40514,822797,501422,321375,756417,66380,1013289,1328385,306364,2081,1371,187899,6238,59272,272486,3982,21196,293480,133759,427239,1266426,552643,1819069,1078349,436486,313455,82350,6973,50197,224888,135933,270114,103819,Maharashtra,Parbhani,19.31032425249168,76.70163338870431,947.3373847932377,63.058810970727954
514,MAHARASHTRA,1959046,1011473,947573,1195523,699428,496095,272266,42263,930886,545030,385856,844492,86394,1028160,1504641,274221,12542,1629,152540,9619,60219,288895,3791,17236,404746,98084,502830,1331287,545980,1877267,1150104,454836,341479,84022,8400,75655,255420,158182,301447,141841,Maharashtra,Jalna,19.984612534818933,75.98473607242339,936.8248089667248,61.02577479038267
515,MAHARASHTRA,3701282,1924469,1776813,2503837,1430936,1072901,539368,143366,1575079,1015864,559215,1446636,128443,2126203,2545438,786677,15991,5142,309093,30981,246324,589477,23258,69937,551789,427343,979132,2611982,819734,3431716,2211996,909771,571932,192027,33322,230188,526483,403594,616355,360410,Bihar,Aurangabad,24.774291867469877,84.45986024096379,923.2744201127687,67.64783121091557
515,MAHARASHTRA,3701282,1924469,1776813,2503837,1430936,1072901,539368,143366,1575079,1015864,559215,1446636,128443,2126203,2545438,786677,15991,5142,309093,30981,246324,589477,23258,69937,551789,427343,979132,2611982,819734,3431716,2211996,909771,571932,192027,33322,230188,526483,403594,616355,360410,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,923.2744201127687,67.64783121091557
516,MAHARASHTRA,6107187,3157186,2950001,4345366,2397538,1947828,554687,1564369,2763328,1746286,1017042,2523023,240305,3343859,5237009,693052,23946,8912,94783,38212,536781,904710,45039,138887,904661,764271,1668932,4220456,1481778,5702234,3580633,1567252,948469,400486,79590,396040,798663,630639,1000293,551864,Maharashtra,Nashik,20.266912871287143,74.03824168316828,934.3766886081467,71.15167752354725
517,MAHARASHTRA,11060148,5865078,5195070,8227161,4591396,3635765,730089,1542451,4492767,3363123,1129644,3930511,562256,6567381,8716055,1355630,280700,39149,449617,172052,1610460,2231800,256170,551643,713994,2904157,3618151,7739336,1692022,9431358,6184519,3241888,1579921,403936,172210,499186,2011713,1741244,2207808,1627847,Maharashtra,Thane,19.698767747440264,72.79882742564581,885.7631560910188,74.38563209099914
520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,134952,305125,1072969,753843,319126,858825,214144,1561231,2239370,227465,17452,7477,121791,12260,328277,547206,38570,96301,581868,377160,959028,1861740,482420,2344160,1414154,748339,462741,136247,43536,158119,453122,374021,547214,369857,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,959.4672498502988,73.64642016551515
520,MAHARASHTRA,2634200,1344345,1289855,1939994,1059692,880302,134952,305125,1072969,753843,319126,858825,214144,1561231,2239370,227465,17452,7477,121791,12260,328277,547206,38570,96301,581868,377160,959028,1861740,482420,2344160,1414154,748339,462741,136247,43536,158119,453122,374021,547214,369857,Maharashtra,Raigarh,18.453257637845976,73.0090609418579,959.4672498502988,73.64642016551515
521,MAHARASHTRA,9429408,4924105,4505303,7171723,3940210,3231513,1180703,348876,4048993,2809816,1239177,3751221,297772,5380415,8090254,673704,134192,27090,340404,127786,1410448,1925019,235018,490260,1165718,2056739,3222457,6736249,1353077,8089326,5184734,2624165,1586132,735590,273326,1013058,1792197,1555272,1915302,1531966,Maharashtra,Pune,18.51696171428573,74.12922881632647,914.9486048733729,76.05698045943076
523,MAHARASHTRA,2585049,1349106,1235943,1718507,987185,731322,351254,32722,1255548,727819,527729,1154708,100840,1329501,2174672,320395,2097,824,68482,8719,82098,402052,5614,29198,563114,135457,698571,1691672,821607,2513279,1473882,614615,494436,119991,12836,91909,346380,205352,374363,136943,Maharashtra,Bid,18.952353340080982,75.69319706477731,916.1200083610925,66.4787011774245
524,MAHARASHTRA,2454196,1273140,1181056,1650672,932432,718240,480913,57488,1046857,670018,376839,964177,82680,1407339,2006984,367664,2387,935,66535,6387,96018,381722,6217,29758,428616,157016,585632,1765952,596213,2362165,1406364,584243,453229,108626,13150,81052,302745,190739,380772,178478,Maharashtra,Latur,18.348687268993856,76.75812607802874,927.6717407355043,67.25917571375717
525,MAHARASHTRA,1657576,861535,796041,1137810,644304,493506,265184,36039,773916,473795,300121,701894,72022,883660,1437623,178925,942,340,28216,4530,49180,240042,3209,18183,367158,77832,444990,1193594,440363,1633957,917343,393539,343021,93061,7974,51577,200323,117741,271812,96586,Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,923.9798731334189,68.64300641418554
526,MAHARASHTRA,4317756,2227852,2089904,2910676,1651266,1259410,649745,77592,1898395,1206933,691462,1763175,135220,2419361,3795424,441254,9882,1279,35497,28134,248255,595560,15145,59296,779929,376302,1156231,2951035,976795,3927830,2402794,1089900,809935,419488,28219,229240,576726,376000,698690,355107,Maharashtra,Solapur,17.837357937584812,75.42394823609216,938.080267450441,67.41177593175715
527,MAHARASHTRA,3003741,1510842,1492899,2225694,1201034,1024660,323236,29635,1354947,844805,510142,1184407,170540,1648794,2691952,146970,4408,1182,141315,12810,271186,562653,14093,57423,774522,200949,975471,2313266,545423,2858689,1517324,800492,671702,246949,36046,195582,463058,374085,575804,455235,Maharashtra,Satara,17.6737908974359,74.18052064102558,988.1238408781329,74.09740054152472
528,MAHARASHTRA,1615069,761121,853948,1199392,619012,580380,66948,20374,714076,407008,307068,554973,159103,900993,1307211,187197,1990,230,113467,3347,100860,367352,7752,31062,538538,100824,639362,1251437,319622,1571059,777431,438905,396967,49177,15191,61559,258015,163470,348019,273162,Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,1121.9608971503874,74.26258568519364
529,MAHARASHTRA,849651,417332,432319,666067,348289,317778,55586,6976,347178,229676,117502,226538,120640,502473,780384,26264,15471,219,24762,1046,42540,194228,3517,15721,295847,44989,340836,702460,121922,824382,382024,242296,222963,39669,9264,37159,131855,98475,181343,155696,Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,1035.9114565861234,78.39301077736623
530,MAHARASHTRA,3876001,1980658,1895343,2825845,1559760,1266085,504461,30206,1704054,1125204,578850,1508563,195491,2171947,3379906,286558,15573,1570,29766,154882,340318,770005,22269,71879,796496,382818,1179314,2901125,778000,3679125,1972486,1084858,801590,383946,49081,283565,595768,507573,771669,612194,Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,956.9259306755634,72.90619894060914
531,MAHARASHTRA,2822143,1435728,1386415,2049467,1121550,927917,353093,18333,1215104,800214,414890,1074948,140156,1607039,2440312,239607,9098,1260,38210,87453,227034,485126,13212,49056,626872,226801,853673,2124179,579039,2703218,1450907,752303,603739,335852,29515,190760,415009,310230,517310,380072,Maharashtra,Sangli,17.154930181086502,74.70713822937628,965.6529649070019,72.62094798172878
532,ANDHRA PRADESH,2741239,1369597,1371642,1483347,856350,626997,488596,495794,1323667,748939,574728,1066460,257207,1417572,2399901,275970,15422,1377,25510,617,194954,566108,5512,45202,597466,220248,817714,1346992,1030640,2377632,1536378,704551,422522,150289,8338,96998,403530,306433,378259,191052,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,1001.4931399528475,54.112282803506005
533,ANDHRA PRADESH,2551335,1250641,1300694,1389810,790214,599596,371074,192941,1261076,684320,576756,1055965,205111,1290259,2123426,391596,19653,2357,1847,542,186740,545913,5261,35036,565165,155133,720298,1804547,1041862,2846409,1399773,676401,437573,212631,10088,102049,428744,308270,428790,245523,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,1040.0218767815863,54.47383428675576
534,ANDHRA PRADESH,3776269,1880800,1895469,2206829,1257238,949591,709757,106745,1876768,1049463,827305,1590304,286464,1899501,3491139,244723,24979,2086,332,312,344667,926768,8831,46584,877236,288044,1165280,2325560,1280393,3605953,1940234,1031735,728494,406211,14175,192965,691495,589283,675283,452865,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,1007.7993407060826,58.43940143035361
535,ANDHRA PRADESH,3033288,1523030,1510258,1637137,953406,683731,537947,168985,1442203,837874,604329,1195494,246709,1591085,2637313,342449,34301,1309,554,457,163074,604719,8635,47170,593653,195479,789132,2029580,1199818,3229398,1735769,779738,509368,232114,14362,119276,482440,349304,421856,293838,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,991.6140850803989,53.972356070376435
536,ANDHRA PRADESH,3943323,2018575,1924748,2892155,1542688,1349467,247927,48937,1413297,1045585,367712,1096081,317216,2530026,2046051,1713405,87522,11446,1268,19560,581509,869721,149034,274653,0,1066289,1066289,3445721,556902,4002623,2249130,1068243,542669,229561,124106,439890,799174,746818,873099,868186,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,953.5181997200996,73.34309160066269
538,ANDHRA PRADESH,4053028,2050386,2002642,1940646,1158386,782260,708954,364269,2082501,1140067,942434,1815643,266858,1970527,3673456,334172,21345,658,290,388,136843,757821,6153,60812,848963,161052,1010015,2049104,1604319,3653423,2360874,1027525,637430,151754,12615,121553,570261,362791,508140,231015,Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,976.7146283675366,47.881386459703705
539,ANDHRA PRADESH,3488809,1759772,1729037,2001019,1160757,840262,637385,394279,1741693,976428,765265,1493419,248274,1747116,3249231,188646,35025,937,241,250,228818,789225,7715,53777,833504,197433,1030937,2188695,1294811,3483506,1932349,897137,651748,286559,18927,143010,588791,464172,479824,355700,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,982.5346692639728,57.35536109887357
540,ANDHRA PRADESH,3512576,1759281,1753295,2065023,1179790,885233,616102,530656,1705655,960926,744729,1442197,263458,1806921,3273755,197333,31377,1453,253,569,237349,828077,12952,59006,758738,288249,1046987,2212184,1191252,3403436,1891954,941452,664872,311837,15727,139404,568508,462819,504897,388583,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,996.5974736270101,58.78941836418628
541,ANDHRA PRADESH,2797370,1390988,1406382,1630234,901640,728594,462896,765565,1410062,802906,607156,1215871,194191,1387308,2595321,158887,33463,655,217,459,219710,668519,8628,42171,669262,201363,870625,1551232,875272,2426504,1530602,774583,477955,267852,11887,115078,427722,416734,403739,360531,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,1011.0669538486314,58.27738196949277
542,ANDHRA PRADESH,2703114,1341738,1361376,1495381,857824,637557,255664,166118,1290288,766483,523805,936244,354044,1412826,2666950,9025,18879,193,77,160,149554,615432,3988,32280,752752,149684,902436,1499877,1009992,2509869,1423119,747385,528736,180824,5264,64087,332230,297418,178089,146386,Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,1014.6362404582713,55.32067829917643
543,ANDHRA PRADESH,2344474,1161477,1182997,1238388,707503,530885,247728,235556,1157962,679289,478673,953215,204747,1186512,2299129,16423,17853,380,114,815,140361,527736,4453,24128,592458,157056,749514,1240323,1031683,2272006,1206366,666394,451469,168297,5002,61858,265587,278230,242486,131289,Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,1018.5281327137774,52.82157106455435
545,ANDHRA PRADESH,5154296,2569688,2584608,3288577,1716933,1571644,945269,213195,2093681,1545831,547850,1748117,345564,3060615,4983330,77777,77825,738,413,4149,479914,1297273,22411,93784,1199479,406362,1605841,3518619,1524603,5043222,2724328,1478954,948122,779052,25381,232073,732492,821421,869464,800168,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,1005.8061523422299,63.80264152466215
546,ANDHRA PRADESH,3936966,1964918,1972048,2652389,1379223,1273166,811698,109072,1773112,1199338,573774,1534166,238946,2163854,3733191,86142,109120,288,209,1578,435334,1017568,12050,55613,1007255,248373,1255628,2771842,1028767,3800609,2051513,1127764,755533,605463,14687,182698,578252,648607,720167,694857,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,1003.6286501523219,67.37139716218022
547,ANDHRA PRADESH,4517398,2267375,2250023,3009718,1598959,1410759,871063,132464,2048880,1327299,721581,1744978,303902,2468518,4023678,307043,145598,1393,863,6320,632890,1163932,30438,101450,909292,567042,1476334,3169428,1352499,4521927,2340943,1284630,833959,525079,27969,212111,743696,794346,897201,863417,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,992.347097414411,66.62503503122815
548,ANDHRA PRADESH,4887813,2440521,2447292,2960441,1634726,1325715,957407,247089,2381624,1442370,939254,2106326,275298,2506189,4217597,559770,89763,764,323,3282,648568,1186028,19383,80434,1069877,513113,1582990,3209266,1474349,4683615,2583462,1371811,928462,454586,17424,190079,733133,816849,904201,762845,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,1002.7744075957552,60.56780404651324
549,ANDHRA PRADESH,3397448,1714764,1682684,1904435,1107686,796749,787861,151145,1700567,991842,708725,1463508,237059,1696881,3150195,220654,18775,266,97,204,290947,763746,6151,43611,873486,214089,1087575,1900943,1218310,3119253,1832695,917391,641707,226045,9071,105940,494689,468022,528518,321332,Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,981.2918862304084,56.054868242280676
552,ANDHRA PRADESH,4053463,2039227,2014236,2127161,1246369,880792,737945,82831,2029425,1164122,865303,1757520,271905,2024038,3328380,670737,33165,737,255,2235,195001,816721,10081,56478,783853,306982,1090835,2220285,1517933,3738218,2368684,1053618,609027,271815,10622,118153,572406,543044,702120,353289,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,987.7448660693489,52.47762222080231
553,ANDHRA PRADESH,4081148,2064495,2016653,2310960,1338474,972486,583135,154127,2036166,1208544,827622,1679655,356511,2044982,3599372,443456,20463,932,341,1417,223016,897970,8606,48299,902997,341431,1244428,2426929,1369069,3795998,2189396,1104565,739612,206433,9915,144214,581087,559461,755971,353948,Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,976.8262940816035,56.62524368143473
554,ANDHRA PRADESH,4174064,2090204,2083860,2667878,1484794,1183084,785760,159165,1933357,1202223,731134,1669852,263505,2240707,3737588,397870,24129,867,253,1322,324406,944555,13763,67087,907970,395900,1303870,3062955,1170993,4233948,2148179,1159053,807430,225856,16296,186568,632803,611465,754648,382377,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,996.9648895514505,63.915598802509976
555,KARNATAKA,4779661,2423063,2356598,3052032,1725548,1326484,577418,297198,2105668,1372422,733246,1734501,371167,2673993,4038331,528412,18418,2037,1086,178310,240742,808827,17560,73497,962777,356198,1318975,3282133,1346776,4628909,2669348,1251116,857143,519937,35104,228887,641485,468274,779974,316225,Karnataka,Belgaum,16.16107219152853,74.72329042357275,972.5698423854435,63.85457043920061
556,KARNATAKA,1889752,950111,939641,1113412,641388,472024,319149,97203,818081,511575,306506,676407,141674,1071671,1634229,219991,3433,443,412,25198,49345,301389,3745,26297,324799,165858,490657,1170429,608843,1779272,1123443,465706,299774,153879,9726,69279,234284,161280,272956,66813,Karnataka,Bagalkot,16.15860676328503,75.64526070853468,988.9802349409701,58.9184189248113
557,KARNATAKA,2177331,1111022,1066309,1248268,730566,517702,442773,39314,927722,580111,347611,760083,167639,1249609,1786830,369588,2433,558,374,8665,58890,326594,4987,36571,396449,131041,527490,1253491,746979,2000470,1295274,527085,353549,161995,11722,67663,284523,164015,297164,73300,Karnataka,Bijapur,16.84015316666667,75.95909166666665,959.755072356803,57.330190035414915
558,KARNATAKA,1703300,870665,832635,1042673,597198,445475,399785,235822,702608,459050,243558,551763,150845,1000692,1289709,335184,35438,1145,30453,680,34924,271439,3971,36072,287134,102269,389403,1212360,515395,1727755,1018195,397120,287271,102869,9724,44813,187983,116314,214601,72805,Karnataka,Bidar,17.950361730769224,77.19459961538459,956.320743339861,61.21487700346386
559,KARNATAKA,1928812,964511,964301,979769,577213,402556,400933,367071,903413,530373,373040,725985,177428,1025399,1634062,272022,10394,538,2265,4156,51443,314547,5200,33903,330446,125402,455848,997638,783126,1780764,1196670,465173,265810,120959,11104,70603,242634,162411,286629,74326,Karnataka,Raichur,16.050795353982295,76.87368606194688,999.7822730896796,50.79650064391967
560,KARNATAKA,1389920,699926,689994,809085,468785,340300,258608,164271,654766,387974,266792,508089,146677,735154,1218024,161770,4081,296,85,2898,31673,223166,2135,15263,272968,64681,337649,946512,472182,1418694,855430,330393,202984,97577,6211,45100,166636,113995,218749,47931,Karnataka,Koppal,15.651253271028034,76.1617048598131,985.8099284781534,58.210904224703576
561,KARNATAKA,1064570,537147,527423,700177,397178,302999,174196,61654,495722,310412,185310,423451,72271,568848,907750,143665,3432,231,79,5993,31959,198064,3373,15625,180066,111906,291972,702799,306138,1008937,601578,279069,183409,73191,5205,30957,128416,104708,191541,45668,Karnataka,Gadag,15.507128256880746,75.64861302752298,981.8969481352405,65.77087462543562
562,KARNATAKA,1847023,937206,909817,1301664,711776,589888,177855,87548,784833,543776,241057,690948,93885,1062190,1390020,386834,28747,1486,715,29037,140584,347962,15013,49585,199707,283397,483104,1363803,428556,1792359,1017935,505688,322577,111313,21127,91208,266330,233604,349008,212091,Karnataka,Dharwad,15.343831376975173,75.13831264108359,970.7759019895306,70.47362160622797
564,KARNATAKA,1597668,819128,778540,1085443,603793,481650,219976,141380,730066,490731,239335,601951,128115,867602,1281878,297927,2406,419,68,9834,41517,295937,2456,17819,315076,98488,413564,1188358,383494,1571852,904453,426094,266586,117943,5681,47577,194815,155076,288495,121420,Karnataka,Haveri,14.737582809224318,75.3961230607966,950.4497465597562,67.93920889696733
565,KARNATAKA,2452595,1236954,1215641,1421621,813440,608181,517409,451406,1116880,703258,413622,969388,147492,1335715,2103633,320834,14014,1029,284,8044,114040,440374,9626,40190,371604,251876,623480,1468497,787762,2256259,1487013,617276,346905,164714,14163,111250,327050,291101,417150,156110,Karnataka,Bellary,15.074377548209377,76.47228471074374,982.7697715517311,57.96395246667305
566,KARNATAKA,1659456,840843,818613,1087392,607188,480204,389117,302554,856587,513311,343276,667479,189108,802869,1520553,128751,3175,322,84,3778,60522,307257,5711,28897,349704,97644,447348,1164789,452975,1617764,891230,460057,306412,102607,7425,55959,206637,174344,270699,107142,Karnataka,Chitradurga,14.29102220394736,76.57821957236843,973.5622464598029,65.52701608237881
567,KARNATAKA,1945497,986400,959097,1308540,720637,587903,392595,233112,875207,585639,289568,705099,170108,1070290,1658465,265805,5420,307,164,6417,100812,372671,7320,39416,354680,176011,530691,1476376,467414,1943790,1068518,538551,336173,146389,15449,90291,284572,256051,353628,188046,Karnataka,Davanagere,14.330414586709884,75.91723841166937,972.3205596107056,67.25993409396159
568,KARNATAKA,1752753,877415,875338,1263016,674938,588078,308158,65412,780598,534487,246111,652789,127809,972155,1479424,234664,26521,400,120,9234,128087,363835,8791,35207,352444,201662,554106,1383122,355222,1738344,913150,513297,325542,165796,20781,111532,299155,259899,369749,286129,Karnataka,Shimoga,14.063845885634592,75.17882078103197,997.6328191334774,72.058983781514
569,KARNATAKA,1177361,562131,615230,926429,465704,460725,75429,52897,513241,335399,177842,459446,53795,664120,1009179,96740,65838,232,161,4534,83810,224814,9070,24817,269817,115572,385389,1018426,204028,1222454,559565,340903,276234,79637,21349,65169,220948,173033,229830,214808,Karnataka,Udupi,13.450404228534568,74.72009990316337,1094.4601881056194,78.68691081155228
570,KARNATAKA,1137961,566622,571339,818345,438257,380088,253651,44970,565774,357889,207885,480229,85545,572187,1004553,101235,26000,182,109,4710,74534,238505,4510,18727,311660,80766,392426,891309,204371,1095680,564994,341380,230864,76379,15446,59192,196527,169969,246504,167369,Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1008.324773835114,71.91327295047897
